HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
00424,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Little ringed plover,38.7,13,wild,acceptable,450
00425,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Common ringed plover,64,20.8,wild,acceptable,450
00426,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,leschenaultii,Greater sand plover,75,21.6,wild,acceptable,1305
00427,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,melodus,Piping plover,49,14,wild,acceptable,576
00428,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,mongolus,Lesser sand plover,64,15.6,wild,acceptable,1305
00429,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,montanus,Mountain plover,100,10,wild,acceptable,445
00430,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,morinellus,Eurasian dotterel,108.5,11.8,wild,acceptable,450
00431,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,ruficapillus,Red-capped plover,41.2,21,wild,acceptable,1305
00432,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Semipalmated plover,52,9.2,wild,acceptable,427
00433,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,88,10.9,wild,acceptable,576
00435,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,"European golden-plover, or Greater golden-plover",214,13.8,wild,acceptable,0450
00437,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Pacific golden-plover,135,21.3,wild,acceptable,427
00438,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,Black-bellied plover,224,25.6,wild,acceptable,450
00439,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Thinornis,rubricollis,Hooded dotterel,100,16.2,wild,acceptable,1305
00440,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,armatus,Blacksmith lapwing,156,18.6,captivity,acceptable,986
00441,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,miles,Masked lapwing,379,13.9,wild,acceptable,1305
00442,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,spinosus,Spur-winged lapwing,188,17,wild,acceptable,450
00443,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Northern lapwing,218.5,24.5,wild,acceptable,450
00444,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Glareola,maldivarum,Oriental pratincole,76,4.4,wild,acceptable,1305
00445,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Black oystercatcher,670,16,wild,acceptable,445
00446,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,fuliginosus,Sooty oystercatcher,789.2,19.9,wild,acceptable,1305
00447,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,longirostris,Pied oystercatcher,566.25,30.2,wild,acceptable,1305
00448,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,Eurasian oystercatcher,480,43.3,wild,acceptable,450
00449,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,American oystercatcher,565,17,wild,acceptable,1
00450,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,minutus,Black noddy,110.4,27.1,wild,acceptable,818
00451,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,stolidus,"Brown noddy, or Noddy tern",178,26.2,wild,acceptable,818
00452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Anous,tenuirostris,Lesser noddy,104.56,15,wild,acceptable,1305
00453,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,hybrida,Whiskered tern,88,16,wild,acceptable,1305
00454,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,60,21,wild,acceptable,450
00455,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Slender-billed gull,281,31.7,wild,acceptable,450
00456,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,novaehollandiae,Silver gull,295.375,28.8,wild,acceptable,1305
00457,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Black-headed gull,306,32.9,wild,acceptable,856
00458,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gull-billed tern,221,16,wild,acceptable,1
00459,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,alba,White tern,98.1,35.9,wild,acceptable,977
00460,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Little gull,119,20.9,wild,acceptable,450
00461,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian tern,644,30,wild,acceptable,450
00462,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Audouin's gull,535,25,wild,acceptable,0450
00464,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,Mediterranean gull,256,22.1,wild,acceptable,450
00465,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larosterna,inca,Inca tern,219,26,captivity,acceptable,986
00466,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,1094,49,unknown,acceptable,
00467,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,cachinnans,Caspian gull,1117.2,31.9,wild,acceptable,729
00468,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,California gull,691,30,wild,acceptable,427
00469,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Mew gull,430.6,33.7,wild,acceptable,450
00470,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed gull,518.5,31.8,wild,acceptable,1
00471,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,dominicanus,Kelp gull,989,27,wild,acceptable,1305
00472,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,fuscus,Lesser black-backed gull,766.2,34.9,wild,acceptable,450
00473,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucescens,Glaucous-winged gull,908,32,wild,acceptable,1
00474,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucoides,Iceland gull,945.5,33,wild,acceptable,445
00475,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Heermann's gull,500,24,wild,acceptable,0427
00476,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,hyperboreus,Glaucous gull,1210,21.1,wild,acceptable,972
00477,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Great black-backed gull,1658.5,32.8,wild,acceptable,0450
00478,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,michahellis,Yellow-legged gull,1089.5,19.2,wild,acceptable,0450
00479,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Western gull,931.5,33.9,wild,acceptable,427
00480,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,pacificus,Pacific gull,1313.5,24.3,wild,acceptable,1305
00481,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Laughing gull,275.6,22,wild,acceptable,427
00483,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,anaethetus,Bridled tern,133.3,24.9,wild,acceptable,1305
00484,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,fuscatus,Sooty tern,148,35.8,wild,acceptable,427
00485,Animalia,Chordata,Aves,Charadriiformes,Laridae,Onychoprion,lunatus,Gray-backed tern,131.7,25.8,wild,acceptable,427
00486,Animalia,Chordata,Aves,Charadriiformes,Laridae,Pagophila,eburnea,Ivory gull,550,23.9,wild,acceptable,427
00487,Animalia,Chordata,Aves,Charadriiformes,Laridae,Procelsterna,cerulea,Blue-gray noddy,53,15,wild,acceptable,427
00488,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,brevirostris,Red-legged kittiwake,377,27,wild,acceptable,0427
00489,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Black-legged kittiwake,317,28.5,wild,acceptable,450
00490,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,niger,Black skimmer,315,20.2,wild,acceptable,427
00491,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,dougallii,Roseate tern,112,25.7,wild,acceptable,427
00492,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,forsteri,Forster's tern,158,15.8,wild,acceptable,427
00493,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo,Common tern,120,33,wild,acceptable,450
00494,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,paradisaea,Arctic tern,100,34,wild,acceptable,576
00496,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,albifrons,Little tern,31,23.9,wild,acceptable,450
00497,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,antillarum,Least tern,40,24.1,wild,acceptable,577
00498,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,nereis,Fairy tern,72.15,17.2,wild,acceptable,1305
00499,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,bengalensis,Lesser crested tern,213,14,wild,acceptable,1305
00500,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,bergii,Greater crested tern,334.5,32.2,wild,acceptable,1305
00501,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,elegans,Elegant tern,251,20.9,wild,acceptable,427
00502,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,Royal tern,373,28.6,wild,acceptable,427
00503,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis,Sandwich tern,250,30.8,unknown,acceptable,
00504,Animalia,Chordata,Aves,Charadriiformes,Pedionomidae,Pedionomus,torquatus,Plains-wanderer,67.8,2.3,wild,acceptable,1305
00505,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Cladorhynchus,leucocephalus,Banded stilt,215.25,11.3,wild,acceptable,1305
00506,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,Black-winged stilt,161,16,wild,acceptable,1305
00507,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,Black-necked (Hawaiian) stilt,186,25,captivity,acceptable,"Sarah Shannon, pers. comm."
00509,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,Pied avocet,304,27.8,wild,acceptable,450
00511,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,hypoleucos,Common sandpiper,48,14.5,wild,acceptable,450
00512,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Spotted sandpiper,34,12,wild,acceptable,576
00513,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Ruddy turnstone,136,22.3,wild,acceptable,553
00514,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,longicauda,Upland sandpiper,141,8.9,wild,acceptable,427
00516,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,Sanderling,50,18.6,wild,acceptable,450
00517,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alpina,Dunlin,52.5,28.8,wild,acceptable,450
00518,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,canutus,Red knot,135,27.3,wild,acceptable,553
00519,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,Curlew sandpiper,58.1,19.7,wild,acceptable,450
00521,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,himantopus,Stilt sandpiper,57.3,11.1,wild,acceptable,577
00522,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,maritima,Purple sandpiper,65.2,20.8,wild,acceptable,450
00523,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Western sandpiper,26.19,9.2,wild,acceptable,576
00525,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minuta,Little stint,21.1,14.7,wild,acceptable,450
00526,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Least sandpiper,26,16,wild,acceptable,577
00528,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Semipalmated sandpiper,27,19.3,wild,acceptable,427
00529,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,Red-necked stint,26.95,21.8,wild,acceptable,1305
00530,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,temminckii,Temminck's stint,23,12.9,wild,acceptable,450
00531,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,tenuirostris,Great knot,179.167,20.9,wild,acceptable,1305
00532,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Wilson's snipe,122,9.2,wild,acceptable,0427
00533,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Common snipe,131.6,18.2,wild,acceptable,450
00536,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,falcinellus,Broad-billed sandpiper,37.1,11.6,wild,acceptable,1305
00537,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Short-billed dowitcher,105,13.3,wild,acceptable,577
00538,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,Long-billed dowitcher,130,13.2,wild,acceptable,427
00540,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,Marbled godwit,336,13.7,wild,acceptable,427
00541,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,lapponica,Bar-tailed godwit,322,34,wild,acceptable,553
00542,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,limosa,Black-tailed godwit,294,23.6,wild,acceptable,450
00543,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,minimus,Jack snipe,50.2,12.3,wild,acceptable,450
00544,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,arquata,Eurasian curlew,728,31.8,wild,acceptable,450
00545,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,madagascariensis,Eastern curlew,824.75,19.1,wild,acceptable,1305
00547,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,Whimbrel,365.7,24.2,wild,acceptable,553
00548,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,tahitiensis,Bristle-thighed curlew,408.6,23.8,wild,acceptable,427
00549,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,lobatus,Red-necked phalarope,33.8,12.9,wild,acceptable,553
00550,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Wilson's phalarope,57,10,wild,acceptable,579
00551,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Philomachus,pugnax,Ruff,136,13.9,wild,acceptable,450
00552,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,minor,American woodcock,197.5,20.9,wild,acceptable,427
00553,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,rusticola,Eurasian woodcock,308.3,15.5,wild,acceptable,450
00554,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,erythropus,Spotted redshank,158,8.6,wild,acceptable,450
00556,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,glareola,Wood sandpiper,62.5,11.7,wild,acceptable,0450
00557,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,nebularia,Common greenshank,187,24.4,wild,acceptable,450
00558,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,ochropus,Green sandpiper,90,11.5,wild,acceptable,450
00559,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Willet,270,12.6,wild,acceptable,427
00560,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,stagnatilis,Marsh sandpiper,77.5,8.5,wild,acceptable,1305
00561,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,totanus,Common redshank,149,26.9,wild,acceptable,450
00562,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Xenus,cinereus,Terek sandpiper,78.8,16.9,wild,acceptable,1305
00563,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,antarcticus,Brown skua,1687,28.8,wild,acceptable,0427
00564,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,longicaudus,Long-tailed jaeger,298,14,wild,acceptable,427
00565,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,maccormicki,South polar skua,1349,23.5,wild,acceptable,0427
00566,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,parasiticus,Parasidic jaeger,445.5,31.1,wild,acceptable,450
00567,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,skua,Great skua,1340,35.9,wild,acceptable,0450
00570,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,abdimii,Abdim's stork,1398,21.6,captivity,acceptable,668
00571,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,boyciana,Oriental white stork,4850.5,48.1,captivity,acceptable,668
00572,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,ciconia,European white stork,3350,39,wild,acceptable,450
00573,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,episcopus,Woolly-necked stork,2061,32,captivity,acceptable,"Zoe Bryant, pers. comm."
00574,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,maguari,Maguari stork,4000,20.4,captivity,acceptable,668
00575,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,nigra,Black stork,2926,31.3,captivity,acceptable,668
00576,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,asiaticus,Black-necked stork,4100,34,captivity,acceptable,668
00577,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,senegalensis,Saddle-billed stork,6162.5,30.2,captivity,acceptable,668
00578,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Jabiru,mycteria,Jabiru,5470,27.4,captivity,acceptable,668
00579,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumeniferus,Marabou,8000,44.7,captivity,acceptable,668
00581,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,javanicus,Lesser adjutant,5710,31.1,captivity,acceptable,668
00582,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Wood stork,2500,27,captivity,acceptable,668
00584,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,ibis,Yellow-billed stork,2166.5,19.1,captivity,acceptable,668
00585,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Mycteria,leucocephala,Painted stork,3180,28.6,captivity,acceptable,668
00586,Animalia,Chordata,Aves,Coliiformes,Coliidae,Colius,striatus,Speckled mousebird,51,11.5,captivity,acceptable,986
00587,Animalia,Chordata,Aves,Columbiformes,Columbidae,Caloenas,nicobarica,Nicobar pigeon,519,20.5,captivity,acceptable,986
00588,Animalia,Chordata,Aves,Columbiformes,Columbidae,Chalcophaps,indica,Common emerald dove,136.983,12,wild,acceptable,1305
00589,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,Rock dove,358.7,35,captivity,high,1
00590,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,oenas,"Stock dove, or Stock pigeon",291,12.6,wild,acceptable,450
00591,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,palumbus,Common wood-pigeon,490,17.7,wild,acceptable,450
00592,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,inca,Inca dove,50,13.3,captivity,acceptable,575
00593,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,passerina,Common ground dove,35,7.2,wild,acceptable,577
00594,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,bicolor,Pied imperial pigeon,457.55,14,wild,acceptable,1305
00596,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geopelia,humeralis,Bar-shouldered dove,128.65,14,wild,acceptable,1305
00597,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geopelia,striata,Zebra dove,56.6,18.7,wild,acceptable,1305
00598,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,verreauxi,White-tipped dove,147.5,8.6,wild,acceptable,579
00599,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leucosarcia,melanoleuca,Wonga pigeon,429,16.3,captivity,acceptable,575
00601,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ocyphaps,lophotes,Crested pigeon,204.5,17.3,wild,acceptable,1305
00602,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,fasciata,Band-tailed pigeon,315,18.5,wild,acceptable,577
00603,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,leucocephala,White-crowned pigeon,247,14.4,wild,acceptable,577
00604,Animalia,Chordata,Aves,Columbiformes,Columbidae,Phaps,chalcoptera,Common bronzewing,338.5,5.1,wild,acceptable,1305
00606,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,chinensis,Spotted dove,159,16.7,wild,acceptable,1305
00607,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,decaocto,Eurasian collared-dove,157.4,17.9,captivity,acceptable,575
00609,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,turtur,European turtle-dove,132,13.2,wild,acceptable,450
00610,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,asiatica,White-winged dove,140,25,unknown,acceptable,
00612,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,macroura,Mourning dove,119,31.3,wild,acceptable,427
00613,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,atthis,Common kingfisher,31.4,21,wild,acceptable,450
00614,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceryle,rudis,Pied kingfisher,84.4,3.9,wild,acceptable,450
00615,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,americana,Green kingfisher,34,5,wild,acceptable,427
00616,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Dacelo,novaeguineae,Laughing kookaburra,305,26.8,captivity,acceptable,986
00617,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,smyrnensis,White-throated kingfisher,91.4,5.5,wild,acceptable,450
00618,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Syma,torotoro,Yellow-billed kingfisher,40.65,5.7,wild,acceptable,1305
00619,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,sylvia,Buff-breasted paradise kingfisher,49.725,9,wild,acceptable,1305
